mae_mean,mae_lower,mae_upper,rmse_mean,rmse_lower,rmse_upper,bpr_mean,bpr_lower,bpr_upper,deaths_reached_mean,deaths_reached_lower,deaths_reached_upper,max_yhat,method,hypers,split
0.015394642857142855,0.004740550928891736,0.018754003843689943,0.14701753293546174,0.06368511237111966,0.17330012005505738,0.29296341878389365,0.0,1.0,32.762814350225796,0.0,58.5812,3.75,AvgLastWYears,{'W': 4},valid
0.016858776425368354,0.003475336322869955,0.022837924407431133,0.15667543364967318,0.05874787877643159,0.20027607467154535,0.14301441247235955,0.0,0.27337081984897516,26.717958,0.0,55.224,4.5,AvgLastWYears,{'W': 4},test
