mae_mean,mae_lower,mae_upper,rmse_mean,rmse_lower,rmse_upper,bpr_mean,bpr_lower,bpr_upper,deaths_reached_mean,deaths_reached_lower,deaths_reached_upper,max_yhat,method,hypers,split
0.00663666658453654,0.00019218449711723255,0.01108263933376041,0.12542442161670764,0.017897136508262645,0.19125667557320256,0.004803185005444032,0.0035625,0.006087336244541485,0.4974696153846153,0.012,0.8450000000000001,0.0,ZeroPred,{},valid
0.00910737453586511,0.0003843689942344651,0.014349775784753363,0.1454507859583878,0.029947637411773993,0.2020078584805363,0.004920916833438006,0.0038117334905660378,0.005999999999999999,0.6841162700339971,0.023,1.105,0.0,ZeroPred,{},test
