mae_mean,mae_lower,mae_upper,rmse_mean,rmse_lower,rmse_upper,bpr_mean,bpr_lower,bpr_upper,deaths_reached_mean,deaths_reached_lower,deaths_reached_upper,max_yhat,method,hypers,split
0.015081258698005258,0.0008327994875080077,0.023126201153106984,0.1876326037680932,0.043102012390760225,0.2609547345394204,0.1607104250913239,0.003,0.2880434782608695,24.927312640110365,0.018,51.45975,9.0,AvgLastWYears,{'W': 1},valid
0.02443689942344651,0.022101217168481742,0.026905829596412557,0.2699601735574271,0.25461150438793057,0.2831567444697073,0.17545503386725447,0.14471785714285715,0.2144074371827411,35.409102,29.33475,42.484125,14.0,AvgLastWYears,{'W': 1},test
